work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,work_looking_for_job,profile_various_jobs,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,salary_inflation_policy,company_reduction_of_employees,company_recommended,tools_copilotchatgpt,vibe_coding,tools_ide_ia,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,company_max_interview,company_best_interview,profile_prefered_challenges,profile_hours_per_day,company_selection_process,salir_o_seguir_contestando_sobre_las_guardias1,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,profile_age,profile_gender,profile_previous_survey,company_best_companies,sueldo_dolarizado,work_seniority,_sal
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3244268.32,2759427.0,,,Menos de un sueldo,Performance de la compañía,Dos,10.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,7,21,2,3,"Docker, Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, Python, SQL","Django, Flask","Microsoft SQL Server, MySQL, PostgreSQL, Sybase",Postman,De 51 a 100 personas,Híbrido (presencial y remoto),2,,No,8,3,Hype,cursor,"buen ambiente laboral, muchas tareas diversas",Responder sobre guardias,,,,,,,,,,,,"Sí, pasiva",350000.0,Neto,Terminar encuesta,41,Hombre Cis,Sí,,False,Senior,3244268.32
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4800000.0,4500000.0,,No,No,Mix de las anteriores,Más de tres,14.0,Diciembre,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Lactario en la oficina",3,"No, pero escucho ofertas.",,Manager / Director,10,3,0,0,"Linux, VMWare, Ninguna de las anteriores, sharepoint","HTML, Java, Javascript, SQL",Ninguno de los anteriores,"Oracle, Ninguna de las anteriores",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),3,No,Sí,7,2,Vibequé?,No,No,Terminar encuesta,,,,,,,,,,,,,,,,47,Hombre Cis,Sí,"BBVA, Galicia",False,Senior,4800000.0
Buenos Aires,Full-Time,Staff (planta permanente),1737059.0,1441758.0,,,Menos de un sueldo,"Bono para gastos (supermercado, etc)",Dos,20.0,Octubre,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,2,2,2,0,"Amazon Web Services, Docker, Linux","Java, Python, SQL",Spring,"Microsoft SQL Server, PostgreSQL",Cucumber,De 2 a 10 personas,Híbrido (presencial y remoto),1,,Sí,7,4,Hype,No,,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Responder sobre guardias,Hasta 2,"Técnica - Diseño & Arquitectura, Manager directo/a",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Hasta 4 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre entrevistas técnicas,25,Hombre Cis,Sí,Mercado Libre,False,Junior,1737059.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6500000.0,5100000.0,,,Un sueldo,Performance de la compañía,Dos,25.0,Octubre,3,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",,Architect,30,23,10,3,"Amazon Web Services, Arduino o similar, Azure, Docker, Google Cloud Platform, HP-UX, Kubernetes, Linux, Microcontroladores, OpenShift, OpenStack, Serverless, VMWare, Windows Server","Arduino, Bash/Shell, C, HTML, Python, SQL",".NET Core, jQuery","ElasticSearch, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle, PostgreSQL","JUnit, Postman, Selenium, Visual Studio Coded UI",De 51 a 100 personas,Híbrido (presencial y remoto),2,Si. Cambio de aumentos cuatrimestrales a semestrales.,No,8,5,Llegó para quedarse,VSCode + Copilot,,Terminar encuesta,,,,,,,,,,,,,,,,53,Hombre Cis,Sí,,False,Senior,6500000.0
Córdoba,Full-Time,Staff (planta permanente),6000000.0,4613000.0,,,No,No recibo bono,Uno,9.0,Septiembre,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Developer,7,1,1,0,"Docker, Linux",Go,Ninguno de los anteriores,"MongoDB, PostgreSQL, SQLite",Postman,De 101 a 200 personas,100% remoto,0,,No sé,3,5,Llegó para quedarse,,,Terminar encuesta,,,,,,,,,,,,,,,,29,Hombre Cis,Sí,,False,Senior,6000000.0
Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,1950000.0,,,Menos de un sueldo,Performance individual,Más de tres,15.0,Diciembre,1,"Abono de Internet, Capacitaciones y/o cursos, Sueldo dividido en dos pagos por mes",1,"Sí, estoy buscando activamente.",,Developer,5,2,5,0,"Amazon Web Services, Azure, Docker, Windows Server",".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, React.js",Microsoft SQL Server,"Cypress, Jest, JUnit, Karma",Más de 10000 personas,100% remoto,0,1% de aumento,No sé,8,3,Hype,,,Responder sobre entrevistas técnicas,Universitario,En curso,Licenciatura en Informática,,Terminar encuesta,Hasta 2,Manager directo/a,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 6 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,24,Hombre Cis,Sí,,False,Semi-Senior,2400000.0
Santa Fe,Full-Time,Staff (planta permanente),2100000.0,1768000.0,,,Menos de un sueldo,Performance individual,Tres,5.0,Diciembre,2,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Technical Leader,5,4,4,8,"Linux, OpenStack, Windows Server","Bash/Shell, PHP, Python","Laravel, Next.js","MariaDB, Microsoft SQL Server, MongoDB, Redis, SQLite",Postman,De 101 a 200 personas,100% remoto,0,bimestral por inflacion,Sí,6,3,Vibequé?,no,no,Terminar encuesta,,,,,,,,,,,,,,,,25,Hombre Cis,Sí,,False,Semi-Senior,2100000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4317000.0,3450000.0,,,Un sueldo,Permanencia,Uno,9.0,Octubre,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Data Scientist,5,3,1,0,Google Cloud Platform,Python,Ninguno de los anteriores,"ElasticSearch, Google Cloud Storage, MySQL, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,,No sé,8,4,Vibequé?,NO,,Terminar encuesta,,,,,,,,,,,,,,,,36,Mujer Cis,Sí,,False,Semi-Senior,4317000.0
Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,1500000.0,,,No,No recibo bono,Dos,5.0,Diciembre,2,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,Consultant,2,2,2,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), ",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,"No, solo lo correspondiente al sindicato que tengo",Sí,4,4,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,35,Mujer Cis,Sí,,False,Junior,2000000.0
Mendoza,Full-Time,Staff (planta permanente),2300000.0,2000000.0,,,No,No recibo bono,Dos,10.0,Diciembre,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,3,3,3,0,"Amazon Web Services, Docker, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),4,ajuste por inflacion trimestral,Sí,7,4,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,25,Hombre Cis,Sí,,False,Semi-Senior,2300000.0
Corrientes,Full-Time,Staff (planta permanente),2600000.0,2340000.0,,,No,No recibo bono,Uno,3.0,Diciembre,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Developer,8,8,5,0,Azure,".NET, C#, CSS, HTML, Javascript, SQL, Blazor",".NET Core, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Redis","NUnit, Postman, SoapUI, Xunit",De 11  a 50  personas,100% presencial,0,,No,5,5,Llegó para quedarse,Cursor,,Responder sobre guardias,,,,,,,,,,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,31,Hombre Cis,No,Devlight,False,Senior,2600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1047000.0,879000.0,,,Menos de un sueldo,Performance individual,Uno,10.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,QA / Tester,0,0,0,0,Ninguna de las anteriores,"Bash/Shell, Java, Javascript, Python, TypeScript",Ninguno de los anteriores,Ninguna de las anteriores,"Postman, Playwright",De 51 a 100 personas,Híbrido (presencial y remoto),1,si,No sé,9,5,Hype,VSCode,,Terminar encuesta,,,,,,,,,,,,,,,,42,Hombre Cis,Sí,no sé,False,Junior,1047000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4160000.0,3200000.0,,,Menos de un sueldo,Performance de la compañía,Uno,14.0,Septiembre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,"No, pero escucho ofertas.",,Developer,5,5,4,0,"Amazon Web Services, Azure, Docker, Linux, Serverless","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Drupal, jQuery, Laravel, Node.js, Symfony","Amazon DynamoDB, Amazon Redshift, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, Redis","Mocha, PHPUnit",De 51 a 100 personas,Híbrido (presencial y remoto),1,si,No sé,8,3,Llegó para quedarse,VS code con github copilot,,Terminar encuesta,,,,,,,,,,,,,,,,39,Hombre Cis,Sí,"ML, Globant, Accenture.",False,Semi-Senior,4160000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2936893.0,2436486.0,,,No,No recibo bono,Dos,6.0,Septiembre,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Developer,15,5,3,0,Linux,"Bash/Shell, CSS, HTML, Javascript, PHP, TypeScript","React.js, Symfony",PostgreSQL,"Jest, PHPUnit, Postman",De 101 a 200 personas,100% remoto,0,ajuste por inflacion,No sé,6,5,Vibequé?,VsCode con Copilot,Pocos beneficios,Terminar encuesta,,,,,,,,,,,,,,,,41,Hombre Cis,Sí,no sé,False,Senior,2936893.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3000000.0,2500000.0,,,No,No recibo bono,Dos,25.0,Enero,3,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Tengo dos trabajos full time,Manager / Director,20,5,5,3,"Docker, Google Cloud Platform, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, WordPress","MariaDB, MySQL, Redis",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,No sé,10,5,Llegó para quedarse,VS Code + Copilot,,Terminar encuesta,,,,,,,,,,,,,,,,47,Hombre Cis,Sí,,False,Senior,3000000.0
Santa Fe,Full-Time,Staff (planta permanente),3300000.0,1750000.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,16.0,Diciembre,2,"Abono de celular, Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,15,10,8,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,0,#ERROR!,Sí,7,0,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,42,Hombre Cis,Sí,,False,Senior,3300000.0
Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,2000000.0,,,Un sueldo,Performance individual,Dos,15.0,Diciembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,Developer,4,4,4,1,"Docker, Google Cloud Platform, Linux","Java, Javascript, Python","Flask, Next.js, Node.js, WordPress","MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis, SQLite",Postman,De 51 a 100 personas,100% remoto,0,Cada 3 meses ajuste por inflación de piso porcentual más porcentaje por performance individual.,No,8,5,Vibequé?,VScode,,Terminar encuesta,,,,,,,,,,,,,,,,31,Hombre Cis,Sí,,False,Semi-Senior,2300000.0
Córdoba,Full-Time,Staff (planta permanente),2336457.87,2026377.0,,,No,No recibo bono,Uno,11.0,Noviembre,2,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,HelpDesk,20,5,5,0,Windows Server,Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,"si, por indice de inflacion",No sé,7,4,Vibequé?,nop,-,Responder sobre guardias,Terciario,Completo,Tecnicatura en Informática,,Terminar encuesta,,,,,,,"Sí, pasiva",0.0,Neto,Responder sobre mis estudios,42,Hombre Cis,Sí,desconozco,False,Senior,2336457.87
Santa Fe,Full-Time,Staff (planta permanente),5200000.0,4826000.0,,,No,Performance de la compañía,Dos,15.0,Septiembre,2,Comidas pagas / subvencionadas,2,"No, pero escucho ofertas.",,Developer,15,15,5,0,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL","Bootstrap, jQuery",Progress,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),3,Por debajo del IPC,Sí,7,2,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,41,Hombre Cis,Sí,,False,Senior,5200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5813000.0,4607000.0,,,No,No recibo bono,Dos,10.0,Diciembre,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,15,3,3,0,"Amazon Web Services, Docker, Kubernetes","Kotlin, SQL",Ninguno de los anteriores,"Amazon DynamoDB, MySQL","JUnit, Postman",De 2001a 5000 personas,100% remoto,0,,No,7,4,Vibequé?,si,,Responder sobre guardias,,,,,,,,,,,,"Sí, pasiva",0.0,Neto,Terminar encuesta,34,Mujer Cis,Sí,,False,Senior,5813000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3400000.0,2700000.0,,,No,No recibo bono,Dos,1.9,Octubre,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,7,7,2,3,Windows Server,Java,Spring,MySQL,JUnit,De 201 a 500 personas,100% remoto,0,Por inflacion,No,10,1,Hype,Es todo legacy papa,Tiene sus cosas buenas y malas,Terminar encuesta,,,,,,,,,,,,,,,,28,Hombre Cis,Sí,...,False,Senior,3400000.0
Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,3700000.0,,,No,No recibo bono,No,0.0,No tuve,1,Horarios flexibles,1,"No, pero escucho ofertas.",,Developer,15,15,15,0,"Google Cloud Platform, Windows Server",".NET, C++, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery",Microsoft SQL Server,JUnit,De 51 a 100 personas,100% remoto,5,,No,5,5,Llegó para quedarse,vs code,,Terminar encuesta,,,,,,,,,,,,,,,,48,Mujer Cis,Sí,,False,Senior,4000000.0
Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,3000000.0,,,No,No recibo bono,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Developer,16,0,0,0,"Docker, Firebase, Google Cloud Platform","HTML, Javascript","Bootstrap, Next.js, Node.js, Vue.js",MySQL,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,Sí,6,5,Llegó para quedarse,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,40,Hombre Cis,Sí,,False,Senior,3000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4900000.0,4004555.0,,,No,No recibo bono,Uno,10.0,Septiembre,2,"Abono de Internet, Home office",2,"No, pero escucho ofertas.",,QA / Tester,48,6,6,0,Mainframe,"COBOL, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Teradata","Postman, JCL",De 2001a 5000 personas,100% remoto,0,"Si, suelen acumular la Inflación mensual, la suman y aplican cada 6 meses, en este nuevo Gobierno es así",Sí,7,2,Vibequé?,no,"Soy QA Tester especializado en Mainframe con 48 años de experiencia y 70 años de edad, agradezco tener lucidez y rapidez mental aun para atender la diaria y las eventuales cancelaciones nocturnas.",Terminar encuesta,,,,,,,,,,,,,,,,70,Mujer Cis,No,"Prisma, Bancos: Santander, Francés (no todos)",False,Senior,4900000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1895161.0,1685173.0,,,Menos de un sueldo,un plus mensual,Uno,7.0,Septiembre,2,Clases de idiomas,2,"No, pero escucho ofertas.",,Developer,4,4,4,0,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript",React.js,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,solo por inflacion,Sí,6,5,Hype,VSCode con copilot,,Terminar encuesta,,,,,,,,,,,,,,,,34,Queer,Sí,,False,Semi-Senior,1895161.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5300000.0,4500000.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,Julio,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",,Developer,14,3,7,0,Serverless,Java,"Bootstrap, Hibernate, Spring","Amazon DynamoDB, ElasticSearch, Google Cloud Storage, MySQL, Oracle, Redis","JUnit, Postman",Más de 10000 personas,Híbrido (presencial y remoto),1,Aumento en julio,Sí,8,5,Llegó para quedarse,Si el intellij idea con windsurf,,Terminar encuesta,,,,,,,,,,,,,,,,34,Hombre Cis,Sí,"Mercado libre, uala, galicia, prisma",False,Senior,5300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1750000.0,1490000.0,,,No,No recibo bono,Uno,3.0,Octubre,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,HelpDesk,3,14,3,0,"VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,"No, solo ajustes de nacion",No,5,3,Llegó para quedarse,Si,,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,,33,Hombre Cis,Sí,,False,Semi-Senior,1750000.0
Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,2560000.0,,,Un sueldo,Performance individual,Uno,1.0,Diciembre,2,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",,Developer,4,4,4,0,"Docker, Linux","Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript","Bootstrap, CodeIgniter, Next.js, React.js",MariaDB,Postman,De 51 a 100 personas,100% presencial,0,,No,6,0,Hype,,,Terminar encuesta,,,,,,,,,,,,,,,,28,Hombre Cis,Sí,,False,Semi-Senior,2900000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5172710.0,4200000.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,11.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Architect,10,5,1,0,"Amazon Web Services, Docker, Kubernetes, Mainframe, SAP",Ninguno de los anteriores,Ninguno de los anteriores,"Amazon DynamoDB, ElasticSearch, Microsoft SQL Server, MongoDB, Oracle, PostgreSQL, Redis, Teradata",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,,No sé,10,4,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,34,Hombre Cis,Sí,,False,Senior,5172710.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3505000.0,2980000.0,,,No,No recibo bono,Uno,16.0,Septiembre,2,"Abono de Internet, Clases de idiomas, Horarios flexibles, Home office, trabajo remoto diferentes locaciones",2,"No, pero escucho ofertas.",,Technical Leader,6,6,2,2,Ninguna de las anteriores,"C++, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,Si,No,8,4,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,34,Hombre Cis,Sí,,False,Senior,3505000.0
